Chip	Details	Core	Errata ID	Module	Criticality	Workaround	Revisions Impacted	Failure	Fix Status	Masks Affected	Manufacturer
SAM9260	"EMACB FIFO internal arbitration scheme is: 1. PIPE-9!â 6. Receive buffer manager write Receive buffer manager read Transmit data DMA read Receive data DMA write Transmit buffer manager read Transmit buffer manager write EMACB master interface releases the AHB bus between two transfers. EMACB has the highest priority. If EMACB RX and TX FIFOs both have pending requests, the following sequence occurs: 1. 9391??!"" EMACB RX FIFO write (burst 4) EMACB releases the AHB bus The AHB matrix can grant an another master (ARM I or D for example) AHB matrix re-arbitration (finishes at least the current word/halfword/byte) The AHB matrix grants the EMACB The EMACB TX FIFO read (burst 4) In case of a slow memory and/or a special operation like SDRAM refresh or SDRAM bank opening, a TX underrun may occur. (latency min 960 ns)."	ARM9	 	EMAC	 	Reduce re-arbitration time between RX & TX EMACB transfers by using internal SRAM (or another memory slave with a short access time) to transmit buffers and descriptors. 43.2.4 IIO Considerations	 	43.2.3.1 EMAC: TX Underrun May Occur in Some Cases	Not fixed	 	Atmel
SAM9260	The I/O output buffer drive is too high to guarantee the timings. This is applicable to the External Bus Interface signals and to the peripheral I/Os. This leads to fast rise and fall time when the signals change, causing high currents to be drawn on the power supply pins and leads to emission of high frequencies. This may affect the operation of the device and may result in the emission of radio-frequency signals, making EMC certiï¬cation difï¬cult.	ARM9	 	IIO Considerations	 	It is strongly recommended: to place the memories connected to the EBI as close as possible to the SAM9260 on the PCB to route all the EBI signals with a series resistor, typical value 33 ohms to adjust the series resistor value with tools taking into account the IBIS model of the pads and the characteristics of the wires of the PCB, in order to guarantee rise and fall times as long as timings permit. 804 SAM9260 [DATASHEET] AtmeL Almel-6221 M-ATARM-SAMQZSO-Datasheet_13-Jan-16 43.2.5 MCI	 	43.2.4.1 IIO High Drive Strength	Not fixed	 	Atmel
SAM9260	The busy status of the card during the response (R1 b) is ignored for the commands CMD7, CMD28, CMD29, CMD38, CMD42, CMD56. Additionally, for commands CMD42 and CMD56 a conï¬ict can occur on data Iine0 if the MCI sends data to the card while the card is still busy. The behavior is correct for CMD12 command (STOP_TRANSFER).	ARM9	 	MCI	 	None	 	43.2.5.1 MCI: Busy Signal of R15 Responses is Not Taken in Account	Not fixed	 	Atmel
SAM9260	If the data bus width is 1 bit and slots other than slot A chosen, the SDIO interrupt can not be captured. The sample is made on the bad data line.	ARM9	 	MCI	 	None	 	43.2.5.2 MCI: SDIO Interrupt Does Not Work for Slot Different from A	Not fixed	 	Atmel
SAM9260	As the data Timeout error ï¬ag checking the Naac timing cannot rise, the MCI can be stalled waiting indeï¬nitely the Data start bit.	ARM9	 	MCI	 	A STOP command must be sent with a software timeout.	 	43.2.5.3 MCI: Data Timeout Error Flag	Not fixed	 	Atmel
SAM9260	The Data Write operation with a number of bytes less than 12 is impossible.	ARM9	 	MCI	 	The PDC counters must always be equal to 12 bytes for data transfers lower than 12 bytes. The BLKLEN or BCNT field are used to specify the real count number.	 	43.2.5.4 MCI: Data Write Operation and Number of Bytes	Not fixed	 	Atmel
SAM9260	In half duplex mode, the reset of the ï¬ags ENDRX, RXBUFF, ENDTX and TXBUFE can be incorrect. These ï¬ags are reset correctly after a PDC channel enable.	ARM9	 	MCI	 	Enable the interrupts related to ENDRX, ENDTX, RXBUFF and TXBUFE only after enabling the PDC channel by writing PDC_TXTEN or PDC_RXTEN. 43.2.6 SDRAM Controller	 	43.2.5.5 MCI: Flag Reset is Not Correct in Half Duplex Mode	Not fixed	 	Atmel
SAM9260	After a reset, the SDRAM clock is always active leading to over consumption in the pad.	ARM9	 	SDRAM Controller	 	The following sequence stops the SDRAM clock. 1. Set the bit LPCB in the SDRAMC Low Power Register. 2. Write 0 in the SDRAMC Mode Register and perform a dummy write in SDRAM to complete.	 	43.2.6.1 SDCLK Clock Active After Reset	Not fixed	 	Atmel
SAM9260	Using Mobile SDRAM devices that need to have their DQMx level HIGH during Mobile SDRAM device initialization may lead to data bus contention and thus external memories on the same EBI must not be accessed. AtmeL SAM9260 [DATASHEET] 805 AtmeIâ6221M-ATARM-SAMQZSO-Datasheet_13âJan-16 This does not apply to Mobile SDRAM devices whose DQMx level is âDonât careâ during this phase.	ARM9	 	SDRAM Controller	 	Mobile SDRAM initialization must be performed in internal SRAM. 43.2.7 Reset Controller (RSTC)	 	43.2.6.2 Mobile SDRAM Device Initialization Constraint	Not fixed	 	Atmel
SAM9260	When a user reset, watchdog reset, or software reset occurs during SDRAM read access, the SDRAM clock is turned off while data is ready to be read on the data bus. The SDRAM maintains the data until the clock restarts. If the user reset, watchdog reset, or software reset is programmed to assert a general reset, the data maintained by the SDRAM leads to a data bus conï¬ict and adversely affects the boot memories connected on the EBI: o NAND Flash boot functionality, if the system boots out of internal ROM. 0 NOR Flash boot, if the system boots on an external memory connected on the EBI CSO.	ARM9	 	Reset Controller (RSTC)	 	1. Avoid user reset, watchdog reset, software reset to generate a system reset. 2. Trap the user reset, watchdog reset, software reset with an interrupt. In the interrupt routine, power down the SDRAM properly and perform Peripheral and Processor Reset with software in assembler. Example with IibV3. o The main code: //user reset interrupt setting // Configure AIC controller to handle System peripheral interrupts AT9lF_AIC_ConfigureIt ( AT91C_BASE_AIC, // AIC base address AT91C_ID_SYS, // System peripheral ID AT91C_AIC_PRIOR_HIGHEST, // Max priority AT91C_AIC_SRCTYPE_INT_EDGE_TRIGGERED, // Level sensitive sysc_handler ); // Enable SYSC interrupt in AIC AT91F_AIC_EnableIt (AT91C_BASE_AIC, AT91C_ID_SYS) ; *AT91C_RSTC_RMR = (0xA5<<24) | (Ox4<<8) | AT91C_RSTC_URSTIEN; o The C SYS handler: extern void soft_user_reset(void); void sysc_handler(void){ //check if interrupt comes from RSTC if( (*AT91C_RSTC_RSR & AT91C_RSTC_URSTS ) == AT91C_RSTC_URSTS){ soft_user_reset(); //never reached while(l); } l 0 Assembly code is mandatory for the following sequence as ARM instructions need to be pipelined. The assembler routine: AREA TEST, CODE 806 SAM9260 [DATASHEET] AImeI-6221M-ATARM-SAMQZSO-DatasheetJ3-Jan-16 A t meL INCLUDE ATQlSAM9xxx.inc EXPORTsoft_user_reset soft_user_reset ;disable IRQs MRS r0, CPSR ORR r0, r0, #0x80 MSR CPSR_c, r0 ;change refresh rate to block all data accesses LDR r0, =AT91C_SDRAMC_TR LDR rl, =1 STR rl, [r0] ;prepare power down command LDR r0, =AT91C_SDRAMC_LPR LDR rl, =2 ;prepare proc_reset and periph_reset LDR r2 , =AT91C_RSTC_RCR LDR r3, =0xA5000005 ;perform power down command STR rl, [r0] ;perform proc_reset and periph_reset (in the ARM pipeline) STR r3, [r2] END 43.2.8 Serial Peripheral Interface (SPI)	 	43.2.7.1 RSTC: Reset during SDRAM Accesses	Not fixed	 	Atmel
SAM9260	If the SPI is used in the following conï¬guration: 0 Master mode 0 CPOL = 1 and NCPHA = 0 0 multiple chip selects used with one transfer with baud rate (SCBR) equal to 1 (i.e., when serial clock frequency equals the system clock frequency) and the other transfers set with SCBR not equal to 1 o transmit with the slowest chip select and then with the fastest one then an additional pulse will be generated on output PSCK during the second transfer.	ARM9	 	Serial Peripheral Interface (SPI)	 	Do not use a multiple Chip Select conï¬guration where at least one SPI_CSRx register is conï¬gured with SCBR = 1 and the others differ from 1 if CPHA = 0 and CPOL = 1. If all chip selects are conï¬gured with SCBR = 1, the issue does not appear.	 	43.2.8.1 SPI: Bad Serial Clock Generation on Second chip_select when SCBR = 1, CPOL =1 and NCPHA = 0	Not fixed	 	Atmel
SAM9260	When baud rate is set to 1 (i.e., when serial clock frequency equals the system clock frequency), and when the fields BITS (number of bits to be transmitted) equals an ODD value (in this case 9, 11, 13 or 15), an additional pulse is generated on output SPCK. No error occurs if BITS ï¬eld equals 8, 10, 12, 14 or 16 and SCBR = 1.	ARM9	 	Serial Peripheral Interface (SPI)	 	None. AtmeL SAM9260 [DATASHEET] 807 AtmeIâ6221M-ATARM-SAMQZSO-Datasheet_13âJan-16 43.2.9 Serial Synchronous Controller (SSC)	 	43.2.8.2 SPI: Baud Rate Set to 1	Not fixed	 	Atmel
SAM9260	When the SSC receiver is used in the following conï¬guration: 0 the internal clock divider is used (CKS = 0 and DIV different from 0), o RK pin set as output and provides the clock during data transfer (CKO = 2) 0 data sampled on RK falling edge (CKI = 0) then, at the end of the data, the RK pin is set in high impedance which may be interpreted as an unexpected clock cycle.	ARM9	 	Serial Synchronous Controller (SSC)	 	Enable the pull-up on RK pin.	 	43.2.9.1 SSC: Unexpected RK Clock Cycle when RK Outputs a Clock During Data Transfer	Not fixed	 	Atmel
SAM9260	When the SSC receiver is used in the following conï¬guration: 0 RX clock is divided clock (CKS = 0 and DIV different from 0) o RK pin set as output and provides the clock during data transfer (CKO = 2) 0 data sampled on RK falling edge (CKI = 0) then the ï¬rst clock cycle time generated by the RK pin is equal to MCK/(2 >< (DIV + 1)) instead of MCK/(2 >< DIV).	ARM9	 	Serial Synchronous Controller (SSC)	 	None.	 	43.2.9.2 SSC: Incorrect First RK Clock Cycle when RK Outputs a Clock During Data Transfer	Not fixed	 	Atmel
SAM9260	If TK is programmed as output and TF is programmed as input, it is impossible to emit data when start of edge (rising or falling) of synchro has a Start Delay equal to zero.	ARM9	 	Serial Synchronous Controller (SSC)	 	None.	 	43.2.9.3 SSC: Transmitter Limitations in Slave Mode	Not fixed	 	Atmel
SAM9260	If Least Significant Bit is sent ï¬rst (MSBF = 0) the ï¬rst TAG during the frame synchro is not sent.	ARM9	 	Serial Synchronous Controller (SSC)	 	None. 43.2.10 Shutdown Controller (SHDWC)	 	43.2.9.4 SSC: Periodic Transmission Limitations in Master Mode	Not fixed	 	Atmel
SAM9260	If only VDDBU is powered during boot sequence (No VDDCORE), the SHDN signal may be driven to low level voltage after a delay. This delay is linked to the startup time of the slow clock selected by OSCSEL signal. If SHDN pin is connected to the Enable pin (EN) of the VDDCORE regulator, VDDCORE establishment does not occur and the system does not start.	ARM9	 	Shutdown Controller (SHDWC)	 	1. VDDCORE must be established within the delay corresponding to the startup time of the slow clock selected by OSCSEL. 2. Add a glue logic to latch the rising edge of the SHDN signal. The reset of the latch output (EN_REG) can be connected to a PIO and used to enter the shutdown mode. 808 SAM9260 [DATASHEET] AtmeL AImeI-6221 M-ATARM-SAMQZSO-Datasheet_13-Jan-16 43.2.11 System Controller	 	43.2.10.1 SHDWC: SHDN Signal may be Driven to Low Level Voltage During Device Power-on	Not fixed	 	Atmel
SAM9260	If an event (RTTINC or ALMS) occurs within the same slow clock cycle as when the RTT_SR is read, the corresponding bit might be cleared. This can lead to the loss of this event.	ARM9	 	System Controller	 	The software must handle an RTT event as an interrupt and should not poll RTT_SR. 43.2.12 Two-wire Interface (TWI)	 	43.2.11.1 Possible Event Loss when Reading R1T_SR	Not fixed	 	Atmel
SAM9260	At the end of transfer in slave mode, the slave mode is disabled, the master mode is enabled and thus a transfer in master mode can be performed. In the current device, the start event is correctly generated but the SCL line is stuck at 1, so no transfer is possible.	ARM9	 	Two-wire Interface (TWI)	 	Two workarounds are possible: 1. Perform a software reset before going to master mode (TWI must be reconï¬gured). or 2. Perform a slave read access before switching to master mode. 43.2.13 UHP	 	43.2.12.1 TWI: Switch from Slave to Master Mode	Not fixed	 	Atmel
SAM9260	Conditions: Consider the following sequence: 1. The Host controller issues an IN token. 2 The Device provides the IN data in a short packet. 3. The Host controller writes the received data to the system memory. 4 The Host controller is now supposed to carry out two Write transactions (TD status write and TD retirement write) to the system memory in order to complete the status update. 5. The Host controller raises the request for the ï¬rst write transaction. By the time the transaction is completed, a frame boundary is crossed. 6. After completing the first write transaction, the Host controller skips the second write transaction. Consequence: When this error occurs, the Host controller tries the same IN token again.	ARM9	 	UHP	 	This problem can be avoided if the system guarantees that the status update can be completed within the same frame.	 	43.2.13.1 UHP: Non-ISO IN Transfers	Not fixed	 	Atmel
SAM9260	Conditions: Consider the following sequence: 1. The Host controller sends an ISO OUT token after fetching 16 bytes of data from the system memory. 2. When the Host controller is sending the ISO OUT data, because of system latencies, remaining bytes of the packet are not available. This results in a buffer underrun condition. 3. While there is an underrun condition, if the Host controller is in the process of bit-stufï¬ng, it causes the Host controller to hang. AtmeL SAM9260 [DATASHEET] 809 AtmeIâ6221M-ATARM-SAMQZSO-Datasheet_13âJan-16 Consequence: After the failure condition, the Host controller stops sending the SOF. This causes the connected device to go into suspend state.	ARM9	 	UHP	 	This problem can be avoided if the system can guarantee that no buffer underrun occurs during the transfer.	 	43.2.13.2 UHP: ISO OUT Transfers	Not fixed	 	Atmel
