Criticality	Manufacturer	Chip	Linux_BSP_Status	Revisions Impacted	Workaround	Failure	Details	Fix Status	Core	Error Category
  High  	TI	OMAP4470	 	  SWPZ025E – July 2012 – Revised September 2013  Bugs  69  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  LCD1 Gamma Correction Is Not Working When GFX Pipe Is Disabled  www.ti.com  OMAP4470  1.0  Impacted  70  Bugs  SWPZ025E – July 2012 – Revised September 2013  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  www.ti.com  Power Management Timer Value For Self-Refresh (SR_TIM)  	  There are two workaround treatments depends on the load mode for gamma correction LUT and frame data (see Table x-xx Workaround/Load mode settings )  Table 1-2. Workaround/Load mode settings  Load Mode  GFX Enable Condition  Workaround  ( DISPC_CONFIG1[2:1]LOADMODE)  0x0 (load LUT and data every frame)  Always Enabled  WA1  0x1 (load LUT for first frame and change loadmode to 2)  Enable required for first frame only  WA2  0x2 (load frame data only)  Enable required for first frame only.  WA2  0x3 (load LUT and data for first frame and change  Enable required for first frame only.  WA2  loadmode to 2)  WA1  To use gamma correction on LCD1 output, software must:  1. Enable the GFX pipeline by setting DISPC_GFX_ATTRIBUTES[0] ENABLE to 0x1.  2. Set the GFX base address (DISPC_GFX_BA_i[31:0] BA) to an accessible frame buffer.  3. Set the GFX window to minimum size by configuring the DISPC_GFX_SIZE[27:16] SIZEY and  DISPC_GFX_SIZE[11:0] SIZEX bits.  4. If the GFX pipeline is not to be displayed, set GFX LYR to bottom LYR in LCD1 overlay by setting appropriate DISPC_GFX_ATTRIBUTES[27:26] ZORDER bit field and make GFX fully transparent by  setting the global alpha of the GFX to 0x00 in the DISPC_GLOBAL_ALPHA[7:0] GFXGLOBALALPHA  bit field.  WA2  To use gamma correction on LCD1 output, software must:  1. Enable the GFX pipeline by setting DISPC_GFX_ATTRIBUTES[0] ENABLE to 0x1.  2. Set the GFX base address (DISPC_GFX_BA_i[31:0] BA) to an accessible frame buffer.  3. Set the GFX window to minimum size by configuring the DISPC_GFX_SIZE[27:16] SIZEY and  DISPC_GFX_SIZE[11:0] SIZEX bits.  4. If the GFX pipeline is not to be displayed, set GFX LYR to bottom LYR in LCD1 overlay by setting appropriate DISPC_GFX_ATTRIBUTES[27:26] ZORDER bit field and make GFX fully transparent by  setting the global alpha of the GFX to 0x00 in the DISPC_GLOBAL_ALPHA[7:0] GFXGLOBALALPHA  bit field.  5. When DISPC_IRQSTATUS[8]PALETTEGAMMALOADING_IRQ =0x1 then disable GFX pipeline  	 1.53 LCD1 Gamma Correction Is Not Working When GFX Pipe Is Disabled  	  LCD1 output supports gamma correction. The color look-up table (CLUT) is shared between the BITMAP  to RGB conversion module on GFX pipeline and Gamma correction on the LCD1 output. LUT table can be loaded by SW through DISPC slave port (interconnect) or by DISPC master port using the DISPC DMA.  However, LCD1 gamma correction LUT loading is not working properly and require to enable GFX  pipeline for LUT loading. Depending on the load mode (DISPC_CONFIG1[2:1] LOADMODE) used, GFX  pipeline can then be disabled after 1st frame.  	 	Cortex A-9	Bugs
  High  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  SWPZ025E – July 2012 – Revised September 2013  Bugs  71  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  Leakage Increase On LPDDR2 I/Os  www.ti.com  	  Using a value of EMIF_PWR_MGMT_CTRL[7:4] REG_SR_TIM >= 6 for VDD_CORE_L OPP100 and a  value of REG_SR_TIM >= 5 for VDD_CORE_L OPP50 avoid the occurrence of the issue.  	 1.54 Power Management Timer Value For Self-Refresh (SR_TIM)  	  LPDDR2 memories could be put in self-refresh mode for power savings. The number of cycles after which EMIF can start a self-refresh entry is software programmable (thanks to the power management timer for self-refresh: EMIF_PWR_MGMT_CTRL[7:4] REG_SR_TIM register bit field).  When exiting self-refresh mode, it is required that at least one refresh command is issued before entry into a subsequent self-refresh (as defined in the JEDEC LPDDR2 Specification)  When this timer value is set to a value less than 0x6 (for VDD_CORE_L OPP100) or less than 0x5 (for VDD_CORE_L OPP50), the time between a self-refresh exit to the next immediate self-refresh entry does not allow the EMIF to perform a refresh command.  As a consequence, data in LPDDR2 memory is not refreshed properly, and then data is corrupted in LPDDR2.  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  72  Bugs  SWPZ025E – July 2012 – Revised September 2013  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  www.ti.com  MMC1 Booting May Be Bypassed Depending On VDD Ramp-up Delay  	  To prevent an increase in leakage, it is recommended to disable the pull logic for these I/Os except during off mode.  So the default state of the I/Os (to program at boot) will have pull logic disable:  CONTROL_LPDDR2IO1_2[18:17]LPDDR2IO1_GR10_WD = 00  CONTROL_LPDDR2IO2_2[18:17]LPDDR2IO2_GR10_WD = 00  When entering off mode, these I/Os must be configured with pulldown enable:  CONTROL_LPDDR2IO1_2[18:17]LPDDR2IO1_GR10_WD = 10  CONTROL_LPDDR2IO2_2[18:17]LPDDR2IO2_GR10_WD = 10  When resuming from off mode, pull logic must be disabled.  	 1.55 Leakage Increase On LPDDR2 I/Os  	  Following a bug in the integration of I/Os cell for LPDDR2 clocks, a leakage increase can be observed on vddca_lpddr2 when OMAP is in open switch retention mode.  	 	Cortex A-9	Bugs
  High  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  SWPZ025E – July 2012 – Revised September 2013  Bugs  73  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  Disconnect Protocol Violation  www.ti.com  	  No  	 1.56 MMC1 Booting May Be Bypassed Depending On VDD Ramp-up Delay  	  If the sys_boot[5:0] pins are configured for booting from MMC1, then the boot on MMC1 may not happen (board dependency) and the ROM code jumps to the next device of the boot sequence.  Indeed, depending on the voltage ramp, the ROM code may not wait long enough for SDMMC1_VDDS  voltage to be stabilized at 3 V before checking the voltage level supplied to OMAP.  In that case, the ROM code checks the SDMMC1_VDDS voltage too early, reads a bad level, and then jumps to 1.8-V configuration while the PMIC was configured to 3 V.  The MMC1_PBIAS cell is in a bad state and prevents the sending of commands to the MMC1 bus.  The ROM code switches to the next boot sequence.  	 	Cortex A-9	Bugs
  High  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  74  Bugs  SWPZ025E – July 2012 – Revised September 2013  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  www.ti.com  ULPI RxCmds Convey the Wrong ID Bit After Save-and-Restore Sequence  	  L3_CLK1 must be kept in NO-IDLE when the DSS clock domain is ON. It can be switched back to  HW_AUTO when the DSS clock domain is IDLE.  L3_CLK2 must be kept in NO-IDLE when the ISS clock domain is ON. It can be switched back to  HW_AUTO when the ISS clock domain is IDLE.  	 1.57 Disconnect Protocol Violation  	  A bug has been identified in the interconnect agent handling the connect-disconnect protocol between an initiator and interconnect. When the disconnect protocol violation occurs, there is a dead lock and a system lockup is observed.  The issue can occur in a corner case when the impacted module has started a transition to standby, for the L3 initiator on which it is attached, exactly at the time the initiator gets an event for exiting idle state.  Such a situation can occur when the impacted initiator is generating short MStandby pulses (pulse durations less than one L4 clock cycle).  DSS and ISS are the only initiators that are impacted.  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  SWPZ025E – July 2012 – Revised September 2013  Bugs  75  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  PRCM Hang at Frequency Update During DVFS  www.ti.com  	  Ensure that the OTG_CTRL_i [0] IDPULLUP bit is set to 1 before the SAR-save. By doing so, this bit is restored to 1 after every off mode. Then the ID bit is sampled and the Rxcmd is correct.  	 1.58 ULPI RxCmds Convey the Wrong ID Bit After Save-and-Restore Sequence  	  ULPI RxCmds, from OMAP to USB device, convey the wrong ID bit after the save-and-restore sequence.  When OMAP is in a low-power mode scenario (chip-OFF), in high-speed transceiverless link (TLL) connection, after the SAR phase, every RxCmd from the TLL to the peripheral conveys wrong ID field (for example, 0x0D instead of 0x4D), that is, the ID bit is 0 instead of 1. This is due to the TLL losing the value of ID during the SAR process. As long as the peripheral does not resample the ID (by toggling  OTG_CTRL_i[0] IDPULLUP) after the restore, the ID bit keeps the wrong value 0 instead of 1. This results in sending the wrong RxCmd to the peripheral.  Depending on the peripheral device design, it may consider or disregard the ID bit. The behavior and consequences depend on the device design.  	 	Cortex A-9	Bugs
  Low  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  76  Bugs  SWPZ025E – July 2012 – Revised September 2013  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  www.ti.com  Card Error Interrupt May Not Be Set Sometimes  	  The recommended sequence is:  •  Update CM_SHADOW_FREQ_CONFIG2[7:3]DPLL_CORE_M5_DIV.  •  Set CM_SHADOW_FREQ_CONFIG2[0]GPMC_FREQ_UPDATE to 0x1.  •  Wait until CM_SHADOW_FREQ_CONFIG2[0]GPMC_FREQ_UPDATE becomes 0x0.  •  Update CM_SHADOW_FREQ_CONFIG1[15:11]DPLL_CORE_M2_DIV.  •  Set CM_SHADOW_FREQ_CONFIG1[0]FREQ_UPDATE to 0x1.  •  Wait until CM_SHADOW_FREQ_CONFIG1[0]FREQ_UPDATE becomes 0x0.  	 1.59 PRCM Hang at Frequency Update During DVFS  	  During DVFS transitions, the PRCM controller can hang if CORE DPLL dividers M2 and M5 are updated at once.  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  SWPZ025E – July 2012 – Revised September 2013  Bugs  77  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  In AutoCMD12 mode, the CMD12 Command Is Not Issued On Write Transfer Completion  www.ti.com  	  After responses of type R1/R1b for all cards and responses of type R5/R5b/R6 for SD and SDIO cards, software must read two registers: MMCHS_RSP10 and MMCHS_CSRE. When a MMCHS_CSRE[i] bit is  set to 1, if the corresponding bit at the same position in the response MMCHS_RSP0[i] is set to 1, the host controller indicates a card error and software should proceed in the same way as if a CERR interrupt would have been detected in the MMCHS_STAT register.  	 1.60 Card Error Interrupt May Not Be Set Sometimes  	  Due to a bad behavior of an internal signal, the Card Error interrupt bit MMCHS_STAT[28] CERR may not be set sometimes when an error occurred in the card response.  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  78  Bugs  SWPZ025E – July 2012 – Revised September 2013  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  www.ti.com  I/O Glitch Issue When Entering Off Mode  	  Instead of setting the MMCHS_CMD[2] ACEN bit to 0x1 to enable AutoCMD12 mode, software sends the CMD12 command at the end of write transfers (after the MMCHS_STAT [1] TC bit goes High).  	 1.61 In AutoCMD12 mode, the CMD12 Command Is Not Issued On Write Transfer  Completion  	  When using AutoCMD12 mode in write transfer with ADMA and MMCHS_CMD[1] BCE is disabled, then  the CMD12 command is not issued automatically after write transfer completion.  	 	Cortex A-9	Bugs
  Medium  	TI	OMAP4470	 	  OMAP4470  1.0  Impacted  SWPZ025E – July 2012 – Revised September 2013  Bugs  79  Copyright © 2012–2013, Texas Instruments Incorporated  Public Version  HS USB Host HSIC Remote Wakeup Is Not Functional  www.ti.com  	  CONTROL_(CORE/WKUP)_PAD0_X_PAD1_Y[25,9] OFFMODEENABLE = 1 should not be used on pad  output pins driving glitch-sensitive signals if the same value is driven during active mode and off mode and is equal to 1.  If CONTROL_(CORE/WKUP)_PAD0_X_PAD1_Y[25,9] OFFMODEENABLE = 1, it is necessary to ensure  that the CONTROL_(CORE/WKUP)_PAD0_X_PAD1_Y[27,11] OFFMODEOUTVALUE is equal to 0 or is  different from the value of the I/Os when going to off mode.  	 1.62 I/O Glitch Issue When Entering Off Mode  	  Following a design issue on I/O muxing compiler, a glitch can occur on I/Os when switching them from the active mode to the off-mode override value.  The glitch is present:  •  if the feature for pin state override during off mode is used  CONTROL_(CORE/WKUP)_PAD0_X_PAD1_Y [25,9] OFFMODEENABLE = 1  •  and the override value CONTROL_(CORE/WKUP)_PAD0_X_PAD1_Y[27,11] OFFMODEOUTVALUE  = 1 and the IO value when going to off mode was 1.  There is no issue  •  if the override feature CONTROL_(CORE/WKUP)_PAD0_X_PAD1_Y[25,9] OFFMODEENABLE = 0 is  not used,  •  or if it is used to force a value which is different from the value before going to off mode.  •  or if it is used to force a 0 and the value before going to off mode was 0.  	 	Cortex A-9	Bugs
